id,name,year,duration,genre,actors
3997,Deadlocked: Escape from Zone 14,1995,91 min,"Action, Sci-Fi","Esai Morales,Stephen McHattie,Johnny Cuthbert,Sarah Strange"
3998,Territory 8,2013,96 min,"Drama, Sci-Fi, Thriller","Michael Tushaus,Heung Wong,Stu Chaiken,Justy Hutchins"
3999,The First Men in the Moon,1997,45 min,Sci-Fi,"William Shatner,Leonard Nimoy,John de Lancie,Ethan Phillips"
4000,Ancient Evil: Scream of the Mummy,1999,86 min,"Horror, Sci-Fi","Jeff Peterson,Trent Latta,Ariauna Albright,Russell Richardson"
4001,Dreamland,2007,77 min,"Sci-Fi, Horror, Mystery","Jackie Kreisler,Shane Elliott,Jonathan Breck,Channing Nichols"
4002,Dragon Head,2003,122 min,"Drama, Mystery, Sci-Fi","Satoshi Tsumabuki,Sayaka Kanda,Takayuki Yamada,Naohito Fujiki"
4003,Disaster at Silo 7,1988,96 min,"Drama, Sci-Fi, Thriller","Ray Baker,Peter Boyle,Patricia Charbonneau,Perry King"
4004,Yesterday's Target,1996,79 min,"Action, Drama, Sci-Fi","Daniel Baldwin,Stacy Haiduk,T.K. Carter,Richard Herd"
4005,Duplicates,1992,87 min,"Drama, Mystery, Sci-Fi","Gregory Harrison,Kim Greist,Cicely Tyson,Lane Smith"
4006,Getter Robo Armageddon,1998,28 min,"Animation, Sci-Fi","Kara Bliss,Eric Abbott,Markell Andrew,Gil Austin"
4007,The Jade Mask,1945,66 min,"Horror, Mystery, Sci-Fi","Sidney Toler,Mantan Moreland,Edwin Luke,Hardie Albright"
4008,Final Mission,1994,88 min,"Action, Sci-Fi","Billy Wirth,Steve Railsback,Elizabeth Gracen,Richard Bradford"
4009,Dog Bowl,2015,19 min,"Short, Comedy, Sci-Fi","Tomas Oscar Andren,Victor E. Chan,Phil Cook,Phillip Cook"
4010,Falling Fire,1997,93 min,Sci-Fi,"Michael Paré,Heidi von Palleske,Mackenzie Gray,Zehra Leverman"
4011,Spiritual Warriors,2007,120 min,"Adventure, Sci-Fi","Robert Easton,Jsu Garcia,Shyla Lefner,Christopher Atkins"
4012,Biohazardous,2001,95 min,"Sci-Fi, Horror, Mystery","Sprague Grayden,David Lee Garver,Katheryn Winnick,Michele Santopietro"
4013,Man Beast,1956,67 min,"Horror, Sci-Fi","Rock Madison,Asa Maynor,George Skaff,Tom Maruzzi"
4014,Catalina: A New Kind of Superhero,2009,98 min,Sci-Fi,"Anthony James Berowne,Cleone Cassidy,Robert J. Goodwin,Jennifer Jordan"
4015,Ravager,1997,92 min,"Horror, Sci-Fi","Bruce Payne,Yancy Butler,Juliet Landau,Stanley Kamel"
4016,Harlock Saga,1999,30 min,"Animation, Adventure, Drama","Kôichi Yamadera,Toshihiko Seki,Tarô Ishida,Miyuki Ueda"
4017,The Aliens,2017,105 min,"Drama, Sci-Fi","Byron Yee,Stephanie Arcila,Mauricio Zatarain,Anne Marie Scheffler"
4018,Oceanus: Act One,2015,31 min,"Short, Adventure, Drama","Sharif Atkins,Bruce Davison,Megan Dodds,Malcolm McDowell"
4019,Orion's Key,1996,99 min,"Action, Sci-Fi","Frank Zagarino,Todd Jensen,Jennifer MacDonald,Greg Melvill-Smith"
4020,Red Snow,1952,75 min,"Action, Adventure, Drama","Guy Madison,Mala,Carole Mathews,Gloria Saunders"
4021,Casey Jones,2011,35 min,"Short, Action, Adventure","Hilarion Banks,Robbie Rist,Moira Wilson,Brian Villalobos"
4022,The Hunt,2006,90 min,"Horror, Sci-Fi, Thriller","Joe Michael Burke,Cliff De Young,Robert Rusler,Mitchell Burns"
4023,Mars Attacks the World,1938,68 min,"Romance, Sci-Fi","Buster Crabbe,Jean Rogers,Charles Middleton,Frank Shannon"
4024,Robotech: Love Live Alive,2013,89 min,"Animation, Action, Adventure","Frank Catalano,Cam Clarke,Richard Epcar,Barbara Goodson"
4025,The Cape Canaveral Monsters,1960,69 min,Sci-Fi,"Scott Peters,Linda Connell,Jason Johnson,Katherine Victor"
4026,Die You Zombie Bastards!,2005,97 min,"Comedy, Fantasy, Horror","Tim Gerstmar,Geoff Mosher,Pippi Zornoza,Jamie Gillis"
4027,Split,1989,85 min,"Drama, Sci-Fi","Timothy Dwight,Joan Bechtel,John J. Flynn,Chris Shaw"
4028,The Virus,2014,96 min,"Horror, Sci-Fi, Thriller","William McNamara,Sabrina Gomez,Robert Dean,Katyia Shurkin"
4029,Alien Fury: Countdown to Invasion,2000,90 min,"Sci-Fi, Thriller","Dale Midkiff,Dondre Whitfield,Stephen Tobolowsky,Chyna"
4030,Dangerous Worry Dolls,2008,75 min,"Horror, Sci-Fi","Jessica Morris,Deb Snyder,Anthony Dilio,Meredith McClain"
4031,Atomic Dog,1998,95 min,"Horror, Sci-Fi, Thriller","Daniel Hugh Kelly,Isabella Hofmann,Cindy Pickett,Micah Gardener"
4032,Invasion Earth,2016,106 min,Sci-Fi,"Jon-Paul Gates,Tony Fadil,Steven M. Smith,Sammy Johnston"
4033,The Unknown Trilogy,2007,26 min,"Drama, Horror, Sci-Fi","Sal Mazzotta,David Proval,Anne McDaniels,Abe Vigoda"
4034,The Lost World,1998,45 min,Sci-Fi,"Roxann Dawson,John de Lancie,Richard Doyle,Marnie Mosiman"
4035,Hell's Belles,1995,91 min,"Comedy, Fantasy, Sci-Fi","Terence Cooper,Nadine Kalmes,K.C. Kelly,Martin Howells"
4036,The Collapsed,2011,82 min,"Drama, Horror, Sci-Fi","John Fantasia,Steve Vieira,Anna Ross,Lise Moule"
4037,Tenchi the Movie 2: The Daughter of Darkness,1997,95 min,"Animation, Comedy, Fantasy","Masami Kikuchi,Ai Orikasa,Yumi Takada,Chisa Yokoyama"
4038,The Sighting,2015,81 min,"Drama, Mystery, Sci-Fi","Kirk Bovill,Potsch Boyd,Connie Cooper,Doug Dezzani"
4039,Aliens: Zone-X,2015,113 min,Sci-Fi,"David John Burke,Travon L. Collins,Wallace Dorian,J.P. Edwards"
4040,Sanitarium,2001,86 min,"Horror, Mystery, Sci-Fi","Jeremy Minns,Kate Copeland,John Webster,Harold Gasnier"
4041,Origin: A Call to Minds,2013,79 min,"Animation, Action, Sci-Fi","Michael Mercy,Peter Church,John Fleming,Amanda Jane Smith"
4042,Mr. Payback: An Interactive Movie,1995,30 min,"Adventure, Sci-Fi","Billy Warlock,Holly Fields,Bruce McGill,Christopher Lloyd"
4043,The Day It Came to Earth,1977,88 min,"Horror, Sci-Fi","Wink Roberts,Roger Manning,Robert Ginnaven,Delight De Bruine"
4044,Torture Ship,1939,57 min,"Horror, Sci-Fi","Lyle Talbot,Irving Pichel,Julie Bishop,Sheila Bromley"
4045,The Milpitas Monster,1976,80 min,"Horror, Sci-Fi, Thriller","Paul Frees,Doug Hagdahl,'Crazy George' Henderson,Priscilla House"
4046,Dark Metropolis,2010,97 min,"Fantasy, Sci-Fi","Bailey Chase,Eric Scott Woods,Virginia Agcayab,Seher Awan"
4047,Never Open the Door,2014,64 min,"Horror, Mystery, Sci-Fi","Jessica Sonneborn,Deborah Venegas,Kristina Page,Matt Aidan"
4048,Altered Species,2001,91 min,"Horror, Sci-Fi, Thriller","Allen Lee Haff,Leah Rowan,Guy Vieg,Robert Broughton"
4049,Paranormal Incident,2011,82 min,"Horror, Sci-Fi","Oliver Rayon,Chelsea Vincent,Brett Edwards,Derrick Scott"
4050,Car Cemetery,1983,87 min,Sci-Fi,"Alain Bashung,Juliet Berto,Micha Bayard,Roland Amstutz"
4051,The Clone Master,1978,100 min,Sci-Fi,"Art Hindle,Robyn Douglass,John Van Dreelen,Ed Lauter"
4052,Return of the Ape Man,1944,60 min,"Horror, Romance, Sci-Fi","Bela Lugosi,John Carradine,George Zucco,Frank Moran"
4053,CO2,2010,120 min,"Action, Adventure, Drama","Jared Starr,Grace Young,Kate Bailey,Aaron Firicano"
4054,La Jetée,2016,5 min,"Short, Romance, Sci-Fi","Jacob Baldy,Gabriel Herz-Kahn,Zach Hill,Jenna Sholefield"
4055,Yesterday,2002,121 min,"Action, Crime, Sci-Fi","Seung-woo Kim,Yunjin Kim,Min-su Choi,Seon-a Kim"
4056,Alien Exorcism,2011,145 min,"Mystery, Sci-Fi, Thriller","Massimo Poggio,Laura Roman,Marina Kazankova,Ludovico Fremont"
4057,Blake of Scotland Yard,1937,303 min,"Adventure, Crime, Sci-Fi","Ralph Byrd,Herbert Rawlinson,Joan Barclay,Lloyd Hughes"
4058,Scorpio One,1998,92 min,Sci-Fi,"Robert Carradine,Jeff Speakman,Robin Curtis,Steve Kanaly"
4059,Silent Möbius 2,1992,58 min,"Animation, Action, Drama","Gorô Naya,Lisa Ann Beley,Don Brown,Trevor Devall"
4060,Remnants,2013,92 min,"Action, Drama, Sci-Fi","Tom Sizemore,Wilbur Fitzgerald,Alex Van,Robert Pralgo"
4061,SOS Coast Guard,1937,224 min,"Adventure, Horror, Romance","Ralph Byrd,Bela Lugosi,Maxine Doyle,Richard Alexander"
4062,Fangface,1978,30 min,"Action, Animation, Family","Frank Welker,Bart Braverman,Susan Blu,Jerry Dexter"
4063,"Hey, Happy!",2001,75 min,"Comedy, Fantasy, Sci-Fi","Jérémie Yuen,Craig Aftanis,Clayton Godson,John Simone"
4064,Chrysalis,2008,88 min,Sci-Fi,"John Klemantaski,Darren Kendrick,Glen Vaughan,Corey Landis"
4065,Plastic Galaxy: The Story of Star Wars Toys,2014,70 min,"Documentary, History, Sci-Fi","Tom Beaumont,Tom Berges,John Booth,John Cook"
4066,White Wall,2010,91 min,"Action, Mystery, Sci-Fi","James Boss,Gary Kohn,Michael Teh,Aurelie Kyinn"
4067,After War Gundam X,1996,30 min,"Animation, Action, Drama","Isshin Chiba,Wataru Takagi,Chieko Honda,Ken'yû Horiuchi"
4068,1313: Frankenqueen,2012,77 min,"Drama, Horror, Sci-Fi","Helene Udy,Connor Weil,Jarrid Balis,Jonathan Davis"
4069,War Is Menstrual Envy,1992,77 min,"Fantasy, Sci-Fi","Kembra Pfahler,Annie Sprinkle,Steven Oddo,Ari M. Roussimoff"
4070,The Phoenix Project,2015,92 min,"Drama, Sci-Fi","Corey Rieger,Andrew Simpson,David Pesta,Orson Ossman"
4071,Where's Willie?,1978,97 min,"Comedy, Family, Sci-Fi","Henry Darrow,Katherine Woodville,Guy Madison,Marc Gilpin"
4072,Moonchild,1974,90 min,"Drama, Horror, Sci-Fi","Victor Buono,John Carradine,William Challee,Janet Landgard"
4073,Plum,2013,120 min,"Fantasy, Horror, Sci-Fi","Cherie Johnson,Bubba Ganter,Tomas Johansson,Sydney Shea Barker"
4074,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,2016,68 min,"Animation, Action, Drama","Shûichi Ikeda,Tetsuya Kakihara,Tomoaki Maeno,Jin Urayama"
4075,Invasion of Alien Bikini,2011,75 min,"Comedy, Romance, Sci-Fi","Eun-Jung Ha,Young-geun Hong"
4076,"Josh Kirby... Time Warrior: Chapter 2, the Human Pets",1995,90 min,"Action, Adventure, Family","Corbin Allred,Jennifer Burns,Derek Webster,Barrie Ingham"
4077,Shifter,2011,98 min,"Drama, Horror, Sci-Fi","Damon Calderwood,Kenneth Chan,Lia Como,Jim Cordina"
4078,Report 51,2013,100 min,"Sci-Fi, Thriller","Michela Bruni,Luca Guastini,Viola Graziosi,Damiano Martina"
4079,Doctor Franken,1980,100 min,"Horror, Sci-Fi","Robert Vaughn,Robert Perault,David Selby,Teri Garr"
4080,UFO: Target Earth,1974,80 min,Sci-Fi,"Nick Plakias,Cynthia Cline,LaVerne Light,Tom Arcuragi"
4081,Superargo contro Diabolikus,1966,88 min,"Adventure, Sci-Fi","Giovanni Cianfriglia,Gérard Tichy,Loredana Nusciak,Mónica Randall"
4082,Harvest,2006,17 min,"Short, Sci-Fi, Thriller","Guillermo Díaz,Rachel Campos-Duffy,Juliet Daum,Rachel Owens"
4083,Mom's Outta Sight,1998,93 min,"Comedy, Sci-Fi","Hannes Jaenicke,Mary Elizabeth McGlynn,Harrison Myers,Steve Scionti"
4084,Dr. Renault's Secret,1942,58 min,"Horror, Mystery, Romance","J. Carrol Naish,Shepperd Strudwick,Lynne Roberts,George Zucco"
4085,Walrus,2011,76 min,"Drama, Sci-Fi, Sport","Nehemiah Alexander,Steve Brann,Rebecca Cox,Chris Harris"
4086,8 Man After,1993,104 min,"Animation, Action, Crime","Mari Devon,Steve Bulen,Mike Reynolds,Richard Allen"
4087,The Salena Incident,2007,87 min,"Action, Adventure, Comedy","Dan Southworth,Avery Clyde,Sam McConkey,James Luca McBride"
4088,The Eavesdropper,2004,97 min,"Drama, Thriller, Sci-Fi","Lucy Jenner,Costas Mandylor,John J. York,John de Lancie"
4089,Wake the Witch,2010,114 min,"Horror, Sci-Fi","Stefanie Tapio,Rachel Lien,Karis Yanike,Martin Kenna"
4090,Light and the Sufferer,2007,70 min,"Drama, Sci-Fi","Paul Dano,Michael Esper,Anthony M. Bertram,Seamus Boyle"
4091,Slugterra: Ghoul from Beyond,2014,44 min,"Animation, Action, Adventure","Sam Vincent,Shannon Chan-Kent,Lee Tockar,Andrew Francis"
4092,Telescope,2013,10 min,"Short, Action, Adventure","Anna Campbell,Harwood Gordon,Sébastien B. Lubin"
4093,Avril Lavigne: Rock N Roll,2013,5 min,"Short, Comedy, Music","Avril Lavigne,Billy Zane,Danica McKellar,Sid Wilson"
4094,All Flowers in Time,2011,13 min,"Short, Fantasy, Horror","Chloë Sevigny,Chandler Frantz,Carolyn Taylor Bosco,Joshua Caouette"
4095,Galaxy Hunter,2004,86 min,"Romance, Sci-Fi","Shelley Michelle,Stacy Keach,Alain Benatar,Tiffany Hendra"
4096,Elephants Dream,2006,9 min,"Animation, Short, Sci-Fi","Cas Jansen,Tygo Gernandt"
4097,The Mad Doctor of Market Street,1942,61 min,"Comedy, Drama, Horror","Lionel Atwill,Una Merkel,Claire Dodd,Nat Pendleton"
4098,Enemy Empire,2013,97 min,"Adventure, Fantasy, Sci-Fi","Tristan James Butler,Elisabeth Meurer,Morgan Roberts,Andre Hall"
4099,Feeders 2: Slay Bells,1998,72 min,"Comedy, Horror, Sci-Fi","Mark Polonia,Maria Russo,Courtney Polonia,Anthony Thomas"
4100,Android Insurrection,2012,78 min,"Action, Sci-Fi","Juanita Arias,Nat Cassidy,Joe Chapman,Rebecca Kush"
4101,Stink Bomb,1995,40 min,"Animation, Short, Comedy","Kayoko Fujii,Michio Hazama,Hideyuki Hori,Takkô Ishimori"
4102,Invasion for Flesh and Blood,1991,88 min,"Comedy, Horror, Sci-Fi","Kathy Monks,Warren Disbrow Sr.,Jim Cironella,Adrienne D'Accardi"
4103,Dexter's Laboratory: Chicken Scratch,2002,5 min,"Animation, Short, Comedy","Candi Milo,Allison Moore,Tom Kenny,Christine Cavanaugh"
4104,Nautilus,2000,97 min,"Action, Sci-Fi","Richard Norton,Hannes Jaenicke,Miranda Wolfe,Christopher Kriesa"
4105,M.D. Geist II,1996,45 min,"Animation, Action, Sci-Fi","Jason Beck,David Logan Rankin,Joan Baker,Greg Stuhr"
4106,The Meaning of Life,2005,12 min,"Animation, Short, Comedy","Murwarid Abdiani,Jaden Alexander,Lance Anderson,Karin Anger"
4107,Dr. Jekyll and Mr. Hyde,1912,12 min,"Short, Drama, Horror","James Cruze,Florence La Badie,Marie Eline,Jane Gail"
4108,Super Dimensional Fortress Macross II: Lovers Again,1992,150 min,"Animation, Short, Music","Tsutomu Takayama,Hiroko Kasahara,Jonathan Fahn,Debra Rogers"
4109,Unholy,2007,90 min,"Horror, Sci-Fi, Thriller","Adrienne Barbeau,Nicholas Brendon,Siri Baruc,Richard Ziman"
4110,Battle Earth,2013,85 min,"Action, Sci-Fi, War","Ryan Agnew,Antonio Aguirre,Mark Campbell,Sarah Christensen"
4111,Buck Rogers,1977,90 min,"Romance, Sci-Fi","Buster Crabbe,Constance Moore,Jackie Moran,Jack Mulhall"
4112,Billion Dollar Limited,1942,9 min,"Animation, Short, Adventure","Bud Collyer,Joan Alexander,Jackson Beck,Julian Noa"
4113,G.I. Joe: Valor vs. Venom,2004,77 min,"Animation, Action, Sci-Fi","John Payne,Michael Dobson,Mark Hildreth,Joseph May"
4114,Last Lives,1997,92 min,"Action, Sci-Fi, Thriller","C. Thomas Howell,Jennifer Rubin,Billy Wirth,Judge Reinhold"
4115,Pox,2011,100 min,"Comedy, Sci-Fi","Chris Oleary,Kim Helms,Levi Wilson,Sue Fletcher"
4116,Candy Von Dewd and the Girls from Latexploitia,2002,55 min,"Fantasy, Sci-Fi","Kate Birrell,Pandemonium,Jacques Boyreau,Scott Moffett"
4117,City of Shadows,1987,92 min,"Action, Sci-Fi, Thriller","Paul Coufos,Damian Lee,Marsha Levine,Tony Rosato"
4118,Frankenstein Reborn,2005,84 min,"Horror, Sci-Fi, Thriller","Rhett Giles,Thomas Downey,Joel Ezra Hebner,Eliza Swenson"
4119,The Arctic Giant,1942,9 min,"Animation, Short, Fantasy","Bud Collyer,Joan Alexander,Jackson Beck,Julian Noa"
4120,Enigma,2009,42 min,"Short, Sci-Fi","Nadia Salamanca,Ventura Alvarez,Iris Corliss,Cory Rouse"
4121,Shadow of Chinatown,1936,281 min,"Adventure, Crime, Horror","Bela Lugosi,Bruce Bennett,Joan Barclay,Luana Walters"
4122,Operation Sandman,2000,91 min,"Action, Drama, Sci-Fi","Ron Perlman,Rod Biermann,Bob Howard,Melik Malkasian"
4123,"Live Again, Die Again",1974,78 min,"Sci-Fi, Thriller","Cliff Potts,Walter Pidgeon,Donna Mills,Mike Farrell"
4124,Hard Knuckle,1987,90 min,"Drama, Sci-Fi, Sport","Steve Bisley,Gary Day,David Jay,Esben Storm"
4125,Psychon Invaders,2006,90 min,Sci-Fi,"Ford Austin,Philo Barnhart,Vinnie Bilancio,Sean Cain"
4126,Terminal Virus,1995,74 min,"Action, Horror, Sci-Fi","Susan Africa,Chris Atkins,James Brolin,Eric Conner"
4127,The Android Affair,1995,90 min,Sci-Fi,"Harley Jane Kozak,Griffin Dunne,Ossie Davis,Saul Rubinek"
4128,Wendigo: Bound by Blood,2010,85 min,"Action, Horror, Sci-Fi","Brian Anthony,Brian Arrington,Sara Brooks,Steve Brown"
4129,Justice Is Mind,2013,153 min,"Crime, Drama, Mystery","Vernon Aldershoff,Robin Ann Rapoport,Kim Gordon,Paul Lussier"
4130,Hauser's Memory,1970,96 min,"Mystery, Sci-Fi, Thriller","David McCallum,Susan Strasberg,Helmut Käutner,Lilli Palmer"
4131,Haredevil Hare,1948,7 min,"Family, Animation, Short","Mel Blanc,Stan Freberg"
4132,Lost Planet Airmen,1951,65 min,"Action, Crime, Sci-Fi","Tristram Coffin,Mae Clarke,Don Haggerty,House Peters Jr."
4133,Zombie Night,2003,93 min,"Comedy, Horror, Sci-Fi","Danny Ticknovich,Sandra Segovic,Dwayne Moniz,Steve Curtis"
4134,Flying Saucer Sexodus,2010,30 min,"Fantasy, Horror, Sci-Fi","Roni Jonah,Claude Miles,Jason Crowe,Heather Price"
4135,Treasure of the Bitch Islands,1990,108 min,"Mystery, Sci-Fi","Stéphane Ferrara,Diogo Dória,José Wallenstein,Mapi Galán"
4136,My Uncle the Alien,1996,91 min,"Family, Fantasy, Sci-Fi","Hailey Foster,Josh Paddock,Sherwin Ace Ross,Beau Richard Hairston"
4137,Blood Predator,2007,91 min,"Horror, Sci-Fi","Dale Anderson,Rayne Aspengren,Jared Cohn,Bill Devlin"
4138,Wait 'Til You're Older,2005,92 min,"Comedy, Drama, Sci-Fi","Andy Lau,Karen Mok,Felix Wong,Cherrie Ying"
4139,Point B,2013,94 min,"Comedy, Sci-Fi","David Fetzer,Jared Shipley,Joshua David McLerran,Eric Fisher"
4140,Suspension,2008,95 min,"Action, Drama, Fantasy","Scott Cordes,Annie Tedesco,Caroline Vinciguerra,Dan Nichols"
4141,Vampire Whores from Outer Space,2005,75 min,"Action, Comedy, Horror","Diana Burton,Billy Dynamite,Brian Gunnoe,Eamon Hardiman"
4142,The Last Gateway,2007,105 min,Sci-Fi,"Rodrigo Aragón,Salomé Boustani,Juan Franco Costanzi,Fabián Forte"
4143,"Battle: New York, Day 2",2011,94 min,"Action, Sci-Fi, Thriller","Tina Tanzer,David Ian Lee,Thomas Rowen,Nat Cassidy"
4144,Denizen,2010,83 min,"Action, Horror, Sci-Fi","Julie Corgill,Glen Jensen,Ben Bayless,Jody Mullins"
4145,Toxic Crusaders: The Movie,1997,76 min,"Animation, Action, Comedy","Gregg Berger,Susan Blu,Rodger Bumpass,Paul Eiding"
4146,Voltage Fighter Gowcaizer,1996,90 min,"Animation, Action, Sci-Fi","Marc Garber,Sandee Gilman,Wayne Grayson,Carla Hall"
4147,Untamed Women,1952,70 min,"Sci-Fi, War","Mikel Conrad,Doris Merrick,Richard Monahan,Mark Lowell"
4148,The Ghost of Slumber Mountain,1918,16 min,"Animation, Short, Fantasy","Alan V. Day,Chauncey A. Day,Herbert M. Dawley,Willis H. O'Brien"
4149,Slices,2008,108 min,"Horror, Sci-Fi","Matt Olivo,Trent Haaga,Kevin Bangos,Elias Cecil"
4150,GhostWatcher,2002,94 min,"Horror, Mystery, Sci-Fi","Jillian Byrnes,Marianne Hayden,Jennifer Servary,Kevin Floyd"
4151,Keeping Track,1986,102 min,"Adventure, Crime, Mystery","Michael Sarrazin,Margot Kidder,Alan Scarfe,Ken Pogue"
4152,Air,2014,90 min,"Adventure, Drama, Sci-Fi","Sasha Asay,Amanda Aspinall,Todd Schlegelmilch,Colby Coash"
4153,Suspect Device,1995,90 min,"Action, Sci-Fi","C. Thomas Howell,Stacey Travis,Jed Allan,John Beck"
4154,Space Fury,1999,80 min,"Action, Mystery, Sci-Fi","Michael Paré,Lisa Bingley,Tony Curtis Blondell,Nenad Petrovic"
4155,J'ai rencontré le Père Noël,1984,79 min,"Family, Fantasy, Sci-Fi","Karen Chéryl,Armand Meffre,Emeric Chapuis,Alexia Haudot"
4156,Bunker 6,2013,80 min,"Drama, Sci-Fi, Thriller","Andrea Lee Norwood,Molly Dunsworth,Jim Fowler,Glen Matthews"
4157,Bio-Dead,2009,84 min,"Horror, Sci-Fi","Matthew Norton,Derek Long,Tony Williams,Jacob Gentry"
4158,Sky Racket,1937,63 min,"Action, Drama, Romance","Bruce Bennett,Joan Barclay,Monte Blue,Hattie McDaniel"
4159,Teenage Alien Avengers,1999,81 min,Sci-Fi,"Josh Hammond,Danielle Hoover,Michele Nordin,Krisztián Kovács"
4160,Dr. Jekyll and Mr. Hyde,2002,109 min,"Drama, Horror, Sci-Fi","Mark Redfield,Ellie Torrez,Kosha Engler,Carl Randolph"
4161,2002: The Rape of Eden,1994,90 min,"Action, Comedy, Drama","Phil Nordell,Francine Lapensée,Jeff Conaway,Vernon Wells"
4162,Opapatika,2007,110 min,"Action, Fantasy, Sci-Fi","Somchai Kemglad,Shahkrit Yamnarm,Leo Putt,Athip Nana"
4163,Phuntroo,2016,142 min,Sci-Fi,"Madan Deodhar,Anshuman Joshi,Ketaki Mategaonkar,Aishwarya Mokashi"
4164,The Diamond Wizard,1954,83 min,"Crime, Sci-Fi, Drama","Dennis O'Keefe,Margaret Sheridan,Philip Friend,Alan Wheatley"
4165,Hellacious Acres: The Case of John Glass,2011,99 min,"Comedy, Sci-Fi","Jamie Abrams,Paula Davis,Navin Pratap"
4166,Feedback,2002,88 min,"Sci-Fi, Thriller","Joe Tabb,Melissa Pursley,Jesse Bob Harper,Jerry Giordano"
4167,Creature from the Hillbilly Lagoon,2005,90 min,"Comedy, Horror, Sci-Fi","Andrew Vellenoweth,Tanith Fiedler,William DeCoff,V. Orion Delwaterman"
4168,Apna Asmaan,2007,110 min,"Drama, Sci-Fi","Irrfan Khan,Shobana,Dhruv Piyush Panjuani,Rajat Kapoor"
4169,The Pirates and the Prince,1997,85 min,"Animation, Adventure, Family","Michel LeFebvre,Gordon Masten,Cree Summer,Anthony Daniels"
4170,Rabbit and Deer,2013,17 min,"Animation, Short, Adventure","Dániel Czupi,Adrienn Mórocz"
4171,Lego Hero Factory: Savage Planet,2011,45 min,"Animation, Action, Adventure","John Schneider,Henry Winkler,Eric Christian Olsen,Christopher B. Duncan"
4172,Purple Death from Outer Space,1966,88 min,Sci-Fi,"Buster Crabbe,Carol Hughes,Charles Middleton,Frank Shannon"
4173,Worm,2013,93 min,"Horror, Romance, Sci-Fi","John Ferguson,Shane O'Brien,Jes Mercer,Scott Ferguson"
4174,The Invisible Dr. Mabuse,1962,89 min,"Horror, Crime, Drama","Lex Barker,Karin Dor,Siegfried Lowitz,Rudolf Fernau"
4175,Revenge of the Spacemen,2014,75 min,"Comedy, Horror, Sci-Fi","Beth Albrecht,Danny Bass,Benny Benzino,Bogusia Chmielewski"
4176,Space Case,1992,81 min,"Comedy, Sci-Fi","Bridget Hoffman,Hoyt Axton,Ray Walston,Ted McGinley"
4177,Aura,2014,80 min,"Drama, Sci-Fi","Szénási Bálint,Szénási Kristóf,Kapócs Panka,Dubai Péter"
4178,The Jungle Captive,1945,63 min,"Horror, Sci-Fi","Otto Kruger,Vicky Lane,Amelita Ward,Phil Brown"
4179,Locke the Superman,1984,120 min,"Animation, Action, Romance","Keiichi Nanba,Keiko Han,Taeko Nakanishi,Toshiko Fujita"
4180,Japoteurs,1942,9 min,"Animation, Short, Action","Bud Collyer,Joan Alexander,Jackson Beck,Jack Mercer"
4181,Bugged,1997,82 min,"Comedy, Horror, Sci-Fi","Priscilla K. Basque,Ronald K. Armstrong,Jeff Lee,Derek C. Johnson"
4182,Blood of the Beast,2003,74 min,"Horror, Sci-Fi, Thriller","Georg Koszulinski,Matt Devine,Sharon Chudnow,Josh Breit"
4183,Kampfansage - Der letzte Schüler,2005,102 min,"Action, Sci-Fi","Mathis Landwehr,Volkram Zschiesche,Christian Monz,Zora Holt"
4184,"Josh Kirby... Time Warrior: Chapter 5, Journey to the Magic Cavern",1996,88 min,"Action, Adventure, Family","Corbin Allred,Jennifer Burns,Derek Webster,Barrie Ingham"
4185,Bleak Future,1997,73 min,"Action, Comedy, Horror","Frank Kowal III,Brad Rockhold,Wendie Newcomb,Rob Cunningham"
4186,Heaven's Soldiers,2005,106 min,"Action, Comedy, Sci-Fi","Jung-min Hwang,Byeong-chun Kim,Ji-hyeon Kim,Seung-cheol Kim"
4187,Killer School Girls from Outer Space,2011,91 min,"Horror, Sci-Fi","Donny Boaz,Derek Lee Nixon,Clem Beard,Julin"
4188,The Bulleteers,1942,8 min,"Animation, Short, Action","Bud Collyer,Joan Alexander,Jackson Beck,Julian Noa"
4189,Black Card,2015,14 min,"Short, Comedy, Drama","Stephen Hill,Malikha Mallette,Michael Markham,April Matthis"
4190,Fury of the Congo,1951,69 min,"Action, Adventure, Crime","Johnny Weissmuller,Sherry Moreland,William Henry,Lyle Talbot"
4191,The Gerber Syndrome: il contagio,2011,88 min,"Drama, Horror, Sci-Fi","Valentina Bartolo,Elisabetta Fischer,Pia Lanciotti,Nicola Marchitiello"
4192,Blood Red Planet,2000,81 min,"Horror, Sci-Fi","Jon McBride,Robert Thomas,Joette Krisiewicz,Todd Carpenter"
4193,"Dick Tracy vs. Crime, Inc.",1941,263 min,"Action, Crime, Drama","Ralph Byrd,Michael Owen,Jan Wiley,John Davidson"
4194,Dawn of the Crescent Moon,2014,95 min,"Drama, Sci-Fi, Thriller","Barry Corbin,Brooke Coleman,Kurt Cole,Johnny Walter"
4195,Power Corps.,2004,92 min,Sci-Fi,"Andy Bradshaw,Kevin Kelsall,Patrick Sabongui,Gillian Leigh"
4196,All American Zombie Drugs,2010,99 min,"Adventure, Comedy, Crime","Beau Nelson,Wolfgang Weber,Susan Graham,Natalie Irby"
4197,Alien Express,2005,120 min,"Horror, Sci-Fi","Lou Diamond Phillips,Sean Bott,Steven Brand,Todd Bridges"
